주소,Longitude,Latitude,자치구
서울특별시 서초구 잠원로3길 40,127.0036319,37.5081687,서초구
서울특별시 서초구 잠원로8길 13,127.0102178,37.5152074,서초구
서울특별시 서초구 청계산로11길 14,127.0577441,37.447737,서초구
서울특별시 서초구 태봉로 59,127.0237457,37.46470939,서초구
서울특별시 서초구 헌릉로468길 21-16,127.0921844,37.4603732,서초구
서울특별시 서초구 헌릉로8길 42,127.0613427,37.4539774,서초구
서울특별시 서초구 효령로 110,126.9961191,37.4806567,서초구
서울특별시 서초구 효령로67길 4,127.0237173,37.4873913,서초구
서울특별시 성동구 고산자로 164,127.03527436,37.5564828274,성동구
서울특별시 성동구 고산자로8길 6,127.034601,37.5564432,성동구
서울특별시 성동구 금호로 100,127.02609293,37.5545318506,성동구
서울특별시 성동구 금호로 173,127.0197352,37.5562227,성동구
서울특별시 성동구 금호로1길 25,127.021758,37.5459839,성동구
서울특별시 성동구 금호산2길 35,127.023112471,37.5487913111,성동구
서울특별시 성동구 난계로 18,127.024876,37.553615,성동구
서울특별시 성동구 독서당로 218,127.0141937,37.5422258,성동구
서울특별시 성동구 독서당로 251,127.017485,37.5460601,성동구
서울특별시 성동구 독서당로 272,127.017941,37.5453287728,성동구
서울특별시 성동구 독서당로 384,127.0311323,37.5498491,성동구
서울특별시 성동구 독서당로 434,127.034055406,37.5538630841,성동구
서울특별시 성동구 독서당로62길 28,127.033827432,37.5502519492,성동구
서울특별시 성동구 독서당로63길 34,127.0312878,37.553126,성동구
서울특별시 성동구 동일로43길 9,127.0694688,37.5542158,성동구
서울특별시 성동구 동호로5길 133,127.010012377,37.5464613636,성동구
서울특별시 성동구 뚝섬로 332,127.0468669,37.540391,성동구
서울특별시 성동구 뚝섬로13길 22,127.058068919,37.5404360421,성동구
서울특별시 성동구 마장로 141,127.025528,37.5677587,성동구
서울특별시 성동구 마장로 161,127.0277668,37.5677035,성동구
서울특별시 성동구 마장로29길 29,127.035107796,37.5681237525,성동구
서울특별시 성동구 마장로42길 26,127.0464841,37.5651936,성동구
서울특별시 성동구 마장로44길 10,127.0454726,37.566426,성동구
서울특별시 성동구 무수막길 69,127.0203276,37.5522036,성동구
서울특별시 성동구 무학로 50,127.032672323,37.5691083388,성동구
서울특별시 성동구 무학로10길 21,127.0335741,37.5660906,성동구
서울특별시 성동구 무학봉15가길 4,127.0306547,37.5614705,성동구
서울특별시 성동구 무학봉15길 21,127.029515,37.5632029,성동구
서울특별시 성동구 무학봉16길 9-3,127.0320321,37.560837,성동구
서울특별시 성동구 사근동10길 24,127.0488524,37.5592055,성동구
서울특별시 성동구 사근동11길 16,127.047835,37.562834,성동구
서울특별시 성동구 살곶이길 208,127.0506164,37.5577347,성동구
서울특별시 성동구 성덕정길 23,127.0464685,37.5394137,성동구
서울특별시 성동구 성수일로 34,127.0502832,37.5436794,성동구
서울특별시 성동구 아차산로17길 21,127.0631573,37.544058,성동구
서울특별시 성동구 용답25길 1,127.0535444,37.5607767,성동구
서울특별시 성동구 용답중앙길 89-2,127.055149,37.5623123,성동구
서울특별시 성동구 자동차시장길 22,127.05640087,37.5611850381,성동구
서울특별시 성동구 청계천로 506,127.03344254,37.5702217535,성동구
서울특별시 성동구 한림말길 16-5,127.012722,37.5404159,성동구
서울특별시 성동구 한림말길 43,127.0156748,37.5418092,성동구
서울특별시 성동구 행당로 95,127.0293584,37.557565,성동구
서울특별시 성동구 행당로1길 13,127.023576,37.557465,성동구
서울특별시 성북구 성북로31길 5-15,126.9912731,37.5940409,성북구
서울특별시 송파구 가락로11길 26,127.1048724,37.5027584,송파구
서울특별시 송파구 가락로23길 9,127.1122247,37.503545,송파구
서울특별시 송파구 백제고분로20길 16,127.08572132,37.5034276476,송파구
서울특별시 송파구 백제고분로28길 19,127.0927452,37.5015071,송파구
서울특별시 송파구 백제고분로36가길 21,127.102431,37.504517,송파구
서울특별시 송파구 백제고분로40길 20,127.106653,37.502878,송파구
서울특별시 송파구 백제고분로41길 20,127.107597,37.507711,송파구
서울특별시 송파구 백제고분로42길 5,127.109705,37.505896,송파구
서울특별시 송파구 삼전로7길 22,127.0863534,37.5058262,송파구
서울특별시 송파구 석촌호수로 159,127.094988,37.5084993,송파구
서울특별시 송파구 석촌호수로 159,127.0949748,37.508405,송파구
서울특별시 송파구 석촌호수로 81,127.0890283,37.5103926,송파구
서울특별시 송파구 석촌호수로18길 11-5,127.1014705,37.5060548,송파구
서울특별시 송파구 송이로 75,127.1198579,37.5003769,송파구
서울특별시 송파구 송파대로36길 32-6,127.115237,37.501047,송파구
서울특별시 송파구 송파대로36길 8,127.1135642,37.4994062,송파구
서울특별시 송파구 송파대로37길 45,127.1076957,37.5001667,송파구
서울특별시 송파구 송파대로37길 45,127.107614,37.5001667,송파구
서울특별시 송파구 송파대로37길 95,127.102596,37.498614,송파구
서울특별시 송파구 송파대로49길 23,127.1021089,37.5068634,송파구
서울특별시 송파구 오금로24길 25,127.1173577,37.504668,송파구
서울특별시 송파구 오금로32길 13,127.120402,37.504712,송파구
서울특별시 송파구 올림픽로 215,127.0953838,37.5137862,송파구
서울특별시 송파구 올림픽로 95,127.081635084,37.5147399506,송파구
서울특별시 송파구 올림픽로12길 51,127.084294,37.5071595,송파구
서울특별시 송파구 올림픽로4길 32,127.074212,37.507822,송파구
서울특별시 송파구 올림픽로4길 59,127.075766882,37.5058275216,송파구
서울특별시 송파구 잠실로 32,127.0879195,37.5141325,송파구
서울특별시 송파구 중대로4길 8,127.1110221,37.4893692,송파구
서울특별시 은평구 가좌로 275-2,126.9121215,37.592614,은평구
서울특별시 은평구 가좌로 361,126.9048,37.5976771,은평구
서울특별시 은평구 가좌로11길 5-3,126.9076396,37.5962976106,은평구
서울특별시 은평구 가좌로5길 5,126.9217386,37.5850457,은평구
서울특별시 은평구 가좌로6길 20,126.9217624,37.588281,은평구
서울특별시 은평구 가좌로7다길 13,126.9180933,37.584587,은평구
서울특별시 은평구 갈현로 169-7,126.910725,37.613278,은평구
서울특별시 은평구 갈현로 170-1,126.9119458,37.613139,은평구
서울특별시 은평구 갈현로 212-1,126.914224,37.616055,은평구
서울특별시 은평구 갈현로 41길 26-2,126.9149572,37.6256243,은평구
서울특별시 은평구 갈현로11길 30,126.907072,37.6056209,은평구
서울특별시 은평구 갈현로15길 51,126.9058482,37.6092227,은평구
서울특별시 은평구 갈현로15길 51,126.9058482,37.609239,은평구
서울특별시 은평구 갈현로19길 16,126.9111987,37.615538,은평구
서울특별시 은평구 갈현로29길 27,126.9126173,37.619722,은평구
서울특별시 은평구 갈현로33가길 24-1,126.913447,37.623555,은평구
서울특별시 은평구 갈현로3길 48,126.904802,37.6006912,은평구
서울특별시 은평구 갈현로4길 42,126.914225,37.6000472,은평구
서울특별시 은평구 녹번로 29-2,126.928055,37.604894,은평구
서울특별시 은평구 녹번로1길 1,126.926111,37.604291,은평구
서울특별시 은평구 대서문길 42-3,126.950331,37.6540608,은평구
서울특별시 은평구 백련산로 36,126.922725,37.588838,은평구
서울특별시 은평구 백련산로14길 20-11,126.9281816,37.5981837,은평구
서울특별시 은평구 백련산로2길 35,126.925112043,37.5905111346,은평구
서울특별시 은평구 불광로 107,126.932639,37.6162634,은평구
서울특별시 은평구 불광로 51,126.930720412,37.6134285463,은평구
서울특별시 은평구 불광로14길 10-10,126.934244,37.620489,은평구
서울특별시 은평구 서오릉로15길 16,126.9094685,37.6124476,은평구
서울특별시 은평구 수색로16길 21,126.895422,37.5850571,은평구
서울특별시 은평구 수색로16길 21,126.8954934,37.585073,은평구
서울특별시 은평구 연서로 117,126.9151623,37.6101791,은평구
서울특별시 은평구 연서로 347,126.9282737,37.6262605,은평구
서울특별시 은평구 연서로14길 14-5,126.917391,37.608195,은평구
서울특별시 은평구 연서로17길 35-1,126.9135372,37.613523,은평구
서울특별시 은평구 연서로18길 17,126.9195423,37.6132233,은평구
서울특별시 은평구 연서로27길 23,126.9169211,37.6183134,은평구
서울특별시 은평구 연서로29길 31,126.9166431,37.6192867,은평구
서울특별시 은평구 연서로34길 22,126.9294874,37.620805,은평구
서울특별시 은평구 연서로35길 37,126.924019,37.6238264,은평구
서울특별시 은평구 연서로35길 37,126.9240662,37.623843,은평구
서울특별시 은평구 연서로37길 19,126.9262941,37.6231818173,은평구
서울특별시 은평구 은평로 239,126.9341059,37.6019568,은평구
서울특별시 은평구 은평로 239,126.9341059,37.601973,은평구
서울특별시 은평구 은평로3가길 32,126.9114685,37.599004,은평구
서울특별시 은평구 은평로3길 25,126.9142657,37.6017363,은평구
서울특별시 은평구 은평로4길 21-9,126.9188333,37.5979615,은평구
서울특별시 은평구 은평로4길 21-9,126.9188333,37.597978,은평구
서울특별시 은평구 은평터널로 150,126.9074411,37.5923108,은평구
서울특별시 은평구 은평터널로 150,126.9074411,37.592327,은평구
서울특별시 은평구 은평터널로 51,126.8994297,37.5855516,은평구
서울특별시 은평구 응암로 376,126.9232067,37.6044835,은평구
서울특별시 은평구 응암로12길 26-10,126.9189653,37.586837,은평구
서울특별시 은평구 응암로16길 20-9,126.919501,37.590942,은평구
서울특별시 은평구 응암로22길 9-9,126.9192887,37.5941931,은평구
서울특별시 은평구 응암로28길 34,126.921523,37.593914,은평구
서울특별시 은평구 증산로21길 22,126.912308,37.596197,은평구
서울특별시 은평구 증산서길 61,126.9043095,37.5821614,은평구
서울특별시 은평구 증산서길 88,126.907226,37.5839762,은평구
서울특별시 은평구 진관1로 21-20,126.9209282,37.632607,은평구
서울특별시 은평구 진관1로 40,126.9236287,37.6304386,은평구
서울특별시 은평구 진관1로 77-23,126.929152,37.6327684,은평구
서울특별시 은평구 진관1로 77-23,126.9291409,37.632785,은평구
서울특별시 은평구 진관2로 111-16,126.930958964,37.6347136025,은평구
서울특별시 은평구 진관2로 37,126.917566,37.6370354,은평구
서울특별시 은평구 진관3로 73-17,126.9200278,37.6351712,은평구
서울특별시 은평구 진관4로 31,126.924813306,37.6443251537,은평구
서울특별시 은평구 진관4로 78-16,126.9291301,37.645052,은평구
서울특별시 은평구 진관4로 93,126.929827064,37.6480691262,은평구
서울특별시 은평구 진흥로12길 23,126.926723,37.6066376,은평구
서울특별시 은평구 진흥로7길 25,126.9188633,37.604196,은평구
서울특별시 은평구 통일로 650,126.935057489,37.6065618716,은평구
서울특별시 은평구 통일로 790-1,126.9262062,37.615361,은평구
서울특별시 은평구 통일로69길 12-15,126.9261543,37.6118312,은평구
서울특별시 은평구 통일로78가길 20,126.9275474,37.6177491,은평구
서울특별시 은평구 통일로78길 10,126.923779,37.617722,은평구
서울특별시 종로구 북촌로4길 7,126.9855858,37.5799027,종로구
서울특별시 종로구 비봉길23,126.9560699,37.6108309,종로구
서울특별시 종로구 사직로7길17,126.965217,37.574721,종로구
서울특별시 종로구 사직로8길 9,126.969952,37.575477,종로구
서울특별시 종로구 사직로9길19,126.9668504,37.5772345,종로구
서울특별시 종로구 삼일대로454,126.9878998,37.5748894,종로구
서울특별시 종로구 세검정로6다길 10-7,126.963076,37.6015004,종로구
서울특별시 종로구 세검정로9길1,126.9608999,37.6033878,종로구
서울특별시 종로구 송월1길 73-7,126.9644381,37.5727172,종로구
서울특별시 종로구 옥인길 23-4,126.967169,37.580716,종로구
서울특별시 종로구 자하문로105,126.9691707,37.5859741,종로구
서울특별시 종로구 자하문로28길 8,126.9710634,37.5847697,종로구
서울특별시 종로구 자하문로310,126.9594842,37.6001344,종로구
서울특별시 종로구 자하문로35길 21,126.9660043,37.5883981,종로구
서울특별시 종로구 자하문로43길 4-13,126.960504,37.5985179,종로구
서울특별시 종로구 자하문로69,126.970311,37.582135,종로구
서울특별시 종로구 통일로12길 23,126.9602252,37.5741434,종로구
서울특별시 종로구 평창길317,126.977438,37.614309,종로구
서울특별시 종로구 평창문화로 73-7,126.968167,37.606437,종로구
서울특별시 종로구 필운대로 97 필운대로103,126.9676572,37.5845561,종로구
서울특별시 종로구 홍지문2길1,126.956708,37.6005802,종로구
서울특별시 종로구 효자로39,126.973221,37.5797195,종로구
서울특별시 중구 난계로 141,127.0237741,37.563965,중구
서울특별시 중구 난계로15길 23,127.022284,37.568784,중구
서울특별시 중구 다산로 170,127.014323,37.558812,중구
서울특별시 중구 다산로 269,127.015011,37.567567,중구
서울특별시 중구 다산로 32,127.011218,37.551449,중구
서울특별시 중구 다산로 32,127.011859,37.549369,중구
서울특별시 중구 다산로 48길 36 주변,127.0183142,37.567262,중구
서울특별시 중구 다산로24길 81,127.016743,37.557162,중구
서울특별시 중구 다산로38길 80,127.019338,37.561608,중구
서울특별시 중구 다산로6길 15,127.009394,37.552446,중구
서울특별시 중구 다산로8길 32,127.010899,37.552539,중구
서울특별시 중구 덕수궁길 140,126.974556,37.568642,중구
서울특별시 중구 동호로10길 27,127.011848,37.5553533,중구
서울특별시 중구 동호로10길 30,127.014231,37.554461,중구
서울특별시 중구 동호로15길 50,127.008224,37.554302,중구
서울특별시 중구 동호로20길 24,127.009055,37.559141,중구
서울특별시 중구 동호로5길 193,127.008951,37.546567,중구
서울특별시 중구 만리재로35길 12,126.967583,37.555723,중구
서울특별시 중구 명동2길 35,126.983765,37.562155,중구
서울특별시 중구 서소문로11길 24,126.973035,37.56393448,중구
서울특별시 중구 소파로2길7,126.988095,37.557667,중구
서울특별시 중구 손기정로 73,126.964102,37.556575,중구
서울특별시 중구 중림로 27,126.967101,37.558827,중구
서울특별시 중구 청구로17길40,127.0114141,37.559911,중구
서울특별시 중구 청구로6길 11,127.014567,37.560917,중구
서울특별시 중구 청구로8길 41,127.014143,37.562236,중구
서울특별시 중구 퇴계로 36가길 60,126.995473,37.557611,중구
서울특별시 중구 퇴계로12가길 23,126.981074,37.5558283,중구
서울특별시 중구 퇴계로22길 17,126.986781,37.559816,중구
서울특별시 중구 퇴계로50길 13,127.001826,37.561902,중구
서울특별시 중구 퇴계로6길 36,126.9787684,37.556686,중구
서울특별시 중구 퇴계로88가길 8-10,127.020756,37.563011,중구
서울특별시 중구 퇴계로88다길 19,127.020104,37.563273,중구
서울시 용산구 한남대로 112,127.0049009,37.5394027,용산구
서울시 용산구 우사단로 20,126.9967117,37.5327423,용산구
서울시 용산구 두텁바위로 140,126.9823408,37.5512765,용산구
서울시 용산구 효창원로 228,126.9642522,37.5479929,용산구
서울시 용산구 보광로24길 9-4,126.9996299,37.5286852,용산구
서울시 용산구 후암로34길 21-8,126.9781855,37.5520253,용산구
서울시 용산구 보광로12가길 48-4,127.0009539,37.5288135,용산구
서울시 용산구 녹사평대로14길 7,126.9940304,37.5236209,용산구
서울시 용산구 이태원로27길 34-30,126.9954026,37.5353499,용산구
서울시 용산구 독서당로123-6,127.0118933,37.537348,용산구
서울시 용산구 대사관로5길 1,127.0005085,37.534572,용산구
서울특별시 강동구 강동대로55길 83,127.1337598,37.525911,강동구
서울특별시 강동구 고덕로 295-59,127.158909,37.5582554,강동구
서울특별시 강동구 고덕로20나길 55,127.1305028,37.5536692,강동구
서울특별시 강동구 고덕로24가길 36,127.137505,37.5532256893,강동구
서울특별시 강동구 고덕로27길 33-19,127.1373773,37.5561083,강동구
서울특별시 강동구 고덕로38길 8,127.142569508,37.5545423636,강동구
서울특별시 강동구 고덕로46길 53,127.14682,37.5530322,강동구
서울특별시 강동구 고덕로62길 58,127.152619264,37.5523674081,강동구
서울특별시 강동구 고덕로80길 5,127.1656874,37.5562973,강동구
서울특별시 강동구 고덕로83길 68,127.1694389,37.5603217,강동구
서울특별시 강동구 고덕로97길 80 1,127.180268863,37.5618681803,강동구
서울특별시 강동구 구천면로 238,127.1308643,37.5416383,강동구
서울특별시 강동구 구천면로 266,127.1333855,37.5441771,강동구
서울특별시 강동구 구천면로 310-11,127.1364529,37.5473577,강동구
서울특별시 강동구 구천면로 645,127.169247681,37.5511121799,강동구
서울특별시 강동구 구천면로 668,127.1721839,37.5507799,강동구
서울특별시 강동구 구천면로39길 26,127.131908,37.5458079,강동구
서울특별시 강동구 구천면로93길 20,127.1690875,37.5520025,강동구
서울특별시 강동구 구천면로93길 54,127.168472,37.5529037,강동구
서울특별시 강동구 동남로67길 42,127.1535042,37.5488256,강동구
서울특별시 강동구 동남로79길 46,127.1531803,37.5584546,강동구
서울특별시 강동구 동남로81길 16,127.1557401,37.5605922,강동구
서울특별시 강동구 동남로82길 94-54,127.1607706,37.5589001,강동구
서울특별시 강동구 동남로83길 66,127.1531555,37.5598384,강동구
서울특별시 강동구 명일로 129,127.1430056,37.5305225,강동구
서울특별시 강동구 명일로 23,127.1393877,37.5223146,강동구
서울특별시 강동구 명일로 251,127.1468757,37.5411928,강동구
서울특별시 강동구 명일로 364,127.1507304,37.5512241,강동구
서울특별시 강동구 명일로24길 33,127.149988967,37.5409577,강동구
서울특별시 강동구 상암로 11,127.1256829,37.552482,강동구
서울특별시 강동구 상암로 271,127.1528696,37.5476037,강동구
서울특별시 강동구 상암로 369,127.163933,37.5462769,강동구
서울특별시 강동구 상암로 89,127.1329509,37.5478997,강동구
서울특별시 강동구 상암로14길 77,127.1304605,37.5461063,강동구
서울특별시 강동구 상암로4가길 28,127.1249616,37.5505729,강동구
서울특별시 강동구 상암로4길 98,127.124518,37.5465048,강동구
서울특별시 강동구 상암로63길 39-10,127.1535579,37.548479,강동구
서울특별시 강동구 상일로 74-1,127.1733219,37.5548237,강동구
서울특별시 강동구 상일로10길 41,127.1749825,37.5505854,강동구
서울특별시 강동구 성내로15길 33,127.1283448,37.5291763,강동구
서울특별시 강동구 성내로18길 19,127.1291451,37.5259831,강동구
서울특별시 강동구 성내로3가길 61,127.126625911,37.5304930519,강동구
서울특별시 강동구 성내로3길 19,127.1224451,37.5314221,강동구
서울특별시 강동구 성안로 200,127.137571,37.540569,강동구
서울특별시 강동구 성안로 64,127.1316972,37.5291432,강동구
서울특별시 강동구 성안로31마길 6,127.1336179,37.5408215,강동구
서울특별시 강동구 아리수로 46-14,127.1347874,37.55586966,강동구
서울특별시 강동구 아리수로82길 42,127.1663766,37.5610786,강동구
서울특별시 강동구 아리수로98길 24,127.1771117,37.5649609,강동구
서울특별시 강동구 아리수로98길 62,127.178320637,37.5631469484,강동구
서울특별시 강동구 암사길 57,127.1356972,37.5521359,강동구
서울특별시 강동구 양재대로 1305,127.1339492,37.5229326,강동구
서울특별시 강동구 양재대로103길 28,127.1363923,37.5333784,강동구
서울특별시 강동구 양재대로116길 57,127.143502176,37.5380968,강동구
서울특별시 강동구 양재대로122가길 31,127.1428147,37.5435458,강동구
서울특별시 강동구 양재대로124길 89-18,127.1473249,37.5427659,강동구
서울특별시 강동구 양재대로124길 89-18,127.1473249,37.5427864,강동구
서울특별시 강동구 양재대로125길 30,127.1406641,37.5445763,강동구
서울특별시 강동구 양재대로134길 41,127.1459154,37.5478059,강동구
서울특별시 강동구 양재대로156길 11,127.1460547,37.5568446,강동구
서울특별시 강동구 양재대로156길 121,127.151306748,37.5569641818,강동구
서울특별시 강동구 양재대로88길 27,127.1375921,37.5260751,강동구
서울특별시 강동구 올림픽로 795,127.1279082,37.5521687,강동구
서울특별시 강동구 올림픽로 837,127.1284369,37.5558399,강동구
서울특별시 강동구 올림픽로104길 36,127.131679477,37.5554704238,강동구
서울특별시 강동구 올림픽로80길 37,127.1273666,37.5431938,강동구
서울특별시 강동구 올림픽로93길 33-16,127.1243645,37.5497646,강동구
서울특별시 강동구 진황도로 160,127.1415805,37.531761,강동구
서울특별시 강동구 진황도로23길 7,127.1297892,37.5398986,강동구
서울특별시 강동구 진황도로61길 29,127.1460489,37.529447,강동구
서울특별시 강동구 천중로 64,127.1288199,37.5448184,강동구
서울특별시 강동구 천중로14길 33-5,127.1278081,37.5434629,강동구
서울특별시 강동구 천중로35길 37,127.137844603,37.5428867,강동구
서울특별시 강동구 천중로39길 43-1,127.1393804,37.5431379,강동구
서울특별시 강동구 천호대로 1477,127.1723531,37.5471517,강동구
서울특별시 강동구 천호대로187길 73-10,127.1426993,37.5378116,강동구
서울특별시 강동구 천호대로193길 23-3,127.1445702,37.5361816,강동구
서울특별시 강동구 천호대로199길 25,127.1478568,37.5377155,강동구
서울특별시 강동구 풍산로 235,127.1785799,37.5690817,강동구
서울특별시 강동구 풍성로 261,127.1413645,37.5283976,강동구
서울특별시 강동구 풍성로42길 22,127.1268502,37.5304122,강동구
서울특별시 강동구 풍성로63길 73,127.1396925,37.531341,강동구
서울특별시 강북구 덕릉로 45,127.01885,37.63465,강북구
서울특별시 강북구 덕릉로40길 48,127.03203,37.63375,강북구
서울특별시 강북구 도봉로13가길 19,127.02809,37.61468,강북구
서울특별시 강북구 도봉로29길 63-5,127.02448,37.61968,강북구
서울특별시 강북구 삼각산로 161,127.020988617,37.6423038128,강북구
서울특별시 강북구 삼양로107길 46,127.01413,37.6414975519,강북구
서울특별시 강북구 삼양로149길 12,127.01202,37.6541187599,강북구
서울특별시 강북구 삼양로159길 63,127.01042,37.65867,강북구
서울특별시 강북구 삼양로19길 141,127.01548,37.61608,강북구
서울특별시 강북구 삼양로20길 29,127.02373548,37.6149060968,강북구
서울특별시 강북구 삼양로41길 60,127.01686,37.6217,강북구
서울특별시 강북구 삼양로49길 17,127.016148646,37.6232937742,강북구
서울특별시 강북구 삼양로64길 32-20,127.01991,37.62782,강북구
서울특별시 강북구 삼양로73가길 47,127.015506277,37.6282961395,강북구
서울특별시 강북구 삼양로74길 39,127.02029,37.63125,강북구
서울특별시 강북구 삼양로79길 12,127.01702,37.6309988903,강북구
서울특별시 강북구 삼양로99길 36,127.015005391,37.6387115988,강북구
서울특별시 강북구 솔매로50가길 25,127.029714831,37.6238857893,강북구
서울특별시 강북구 솔매로52길 31,127.028872556,37.62514,강북구
서울특별시 강북구 솔샘로 159,127.012405758,37.6218238157,강북구
서울특별시 강북구 솔샘로 195,127.014131997,37.6215317016,강북구
서울특별시 강북구 수유로4길 58,127.02172,37.63207,강북구
서울특별시 강북구 오패산로 130,127.034254754,37.6135304055,강북구
서울특별시 강북구 오패산로 191,127.03261,37.6187457787,강북구
서울특별시 강북구 오현로 204,127.04001,37.62903,강북구
서울특별시 강북구 오현로 9,127.031465458,37.6170017897,강북구
서울특별시 강북구 오현로28길 11,127.03922,37.62785,강북구
서울특별시 강북구 오현로9길 27,127.03351,37.61783,강북구
서울특별시 강북구 월계로 221,127.046574693,37.6234190337,강북구
서울특별시 강북구 인수봉로 119-20,127.011922404,37.6309562675,강북구
서울특별시 강북구 인수봉로 269,127.009137006,37.6430513409,강북구
서울특별시 강북구 인수봉로 297,127.01048,37.64528,강북구
서울특별시 강북구 인수봉로37길 24,127.01141962,37.63232,강북구
서울특별시 강북구 인수봉로77길 10,127.01019,37.64463,강북구
서울특별시 강북구 한천로 124길 14,127.033205211,37.63732,강북구
서울특별시 강북구 한천로109길 57-15,127.04204,37.62764,강북구
서울특별시 강북구 한천로120길 3,127.03569,37.63491,강북구
서울특별시 강북구 한천로132길 27,127.02916,37.64014,강북구
서울특별시 강북구 한천로155길 38,127.01933,37.64393,강북구
서울특별시 강북구 한천로1길 15,127.01502,37.64303,강북구
서울특별시 광진구 광나루로56길 5,127.096159,37.538767,광진구
서울특별시 광진구 광장동 워커힐길32,127.096242,37.544266,광진구
서울특별시 광진구 광장동 워커힐로 32,127.096228,37.544337,광진구
서울특별시 광진구 광장로1길 27,127.092186,37.548462,광진구
서울특별시 광진구 광장로7길 17 (광장동),127.102936,37.548432,광진구
서울특별시 광진구 구의3동 구의 강변로 69,127.090076,37.537156,광진구
서울특별시 광진구 구의로4길 21 (구의동),127.090531,37.540118,광진구
서울특별시 광진구 뚝섬로 64길 71,127.087521,37.53074,광진구
서울특별시 광진구 뚝섬로 66길 14,127.087327,37.532906,광진구
서울특별시 광진구 뚝섬로64길 71,127.087521,37.531018,광진구
서울특별시 광진구 아차산로 552,127.100547,37.542183,광진구
서울특별시 광진구 아차산로 70길 35,127.098936,37.540822,광진구
서울특별시 광진구 아차산로499(광장동 청구),127.093437,37.543127,광진구
서울특별시 광진구 아차산로65길 65 (구의동),127.089659,37.542405,광진구
서울특별시 광진구 아차산로66길 8 (광장동),127.094937,37.541017,광진구
서울특별시 광진구 아차산로70길 40 (광장동),127.098381,37.541433,광진구
서울특별시 광진구 영화사로 105,127.095297,37.554126,광진구
서울특별시 광진구 영화사로 111,127.090046,37.55338,광진구
서울특별시 광진구 영화사로 89,127.093909,37.554876,광진구
서울특별시 광진구 자양로 296 (구의동),127.090381,37.552015,광진구
서울특별시 광진구 자양로 40길 41,127.089215,37.547682,광진구
서울특별시 광진구 자양로44길 91 (구의동),127.087477,37.550188,광진구
서울특별시 광진구 자양로4길 63,127.087327,37.532823,광진구
서울특별시 도봉구 노해로 149-5,127.025917,37.6482929,도봉구
서울특별시 도봉구 노해로 179,127.0279643,37.6508453,도봉구
서울특별시 도봉구 노해로 201-1,127.0305925,37.6510868,도봉구
서울특별시 도봉구 노해로 238,127.0344914,37.6509601,도봉구
서울특별시 도봉구 노해로 49길 69,127.0318063,37.6529105,도봉구
서울특별시 도봉구 노해로 69길 97,127.049333534,37.6568264215,도봉구
서울특별시 도봉구 노해로 70길 54,127.0509338,37.649242,도봉구
서울특별시 도봉구 노해로63가길 101,127.0456386,37.656749,도봉구
서울특별시 도봉구 노해로66길 21,127.04733036,37.650390623,도봉구
서울특별시 도봉구 노해로66길 84,127.0476797,37.6471695,도봉구
서울특별시 도봉구 노해로70길 96,127.0522016,37.6478402,도봉구
서울특별시 도봉구 덕릉로 272,127.0409612,37.6413368,도봉구
서울특별시 도봉구 덕릉로 60길 93,127.0421969,37.6361731,도봉구
서울특별시 도봉구 덕릉로 63가길 43,127.038777822,37.642922788,도봉구
서울특별시 도봉구 덕릉로62길 26,127.0413047,37.6400934,도봉구
서울특별시 도봉구 덕릉로62길 38,127.0418041,37.6397587,도봉구
서울특별시 도봉구 덕릉로62길 57-7,127.0428491,37.6396519,도봉구
서울특별시 도봉구 덕릉로63길 46,127.0415487,37.6429724,도봉구
서울특별시 도봉구 도당로13길 34-5,127.0349032,37.6664179,도봉구
서울특별시 도봉구 도당로9길 34,127.0321675,37.6640285,도봉구
서울특별시 도봉구 도봉로 134길,127.0404858,37.6573827,도봉구
서울특별시 도봉구 도봉로 134길,127.0408123,37.6575017,도봉구
서울특별시 도봉구 도봉로 145길,127.0373617,37.6652429,도봉구
서울특별시 도봉구 도봉로129길 54,127.0347544,37.6561144,도봉구
서울특별시 도봉구 도봉로134길 5,127.0405866,37.6575153,도봉구
서울특별시 도봉구 도봉로134길 6,127.0404264,37.6573644,도봉구
서울특별시 도봉구 도봉로136다길 4,127.0431592,37.6599068,도봉구
서울특별시 도봉구 도봉로167길 13,127.0440422,37.677656,도봉구
서울특별시 도봉구 도봉로173길 96,127.038218,37.6793783,도봉구
서울특별시 도봉구 마들로 339-13,127.0532892,37.6421639,도봉구
서울특별시 도봉구 마들로 567,127.047500213,37.6608707801,도봉구
서울특별시 도봉구 마들로 620,127.046668935,37.6654300761,도봉구
서울특별시 도봉구 마들로13길 166,127.0463946,37.6577174,도봉구
서울특별시 도봉구 마들로13길 252,127.045084329,37.6614988112,도봉구
서울특별시 도봉구 방학로 11길,127.0324535,37.6612213,도봉구
서울특별시 도봉구 방학로 247-21,127.0255131,37.6609904,도봉구
서울특별시 도봉구 방학로 32-28,127.0490956,37.663831,도봉구
서울특별시 도봉구 방학로2길 44,127.0410685,37.6648067,도봉구
서울특별시 도봉구 방학로3길 100,127.0389515,37.6588094,도봉구
서울특별시 도봉구 삼양로 574-38,127.01395,37.654152,도봉구
서울특별시 도봉구 삼양로146길 17,127.0139875,37.6532035,도봉구
서울특별시 도봉구 시루봉로 101,127.027457992,37.6598464251,도봉구
서울특별시 도봉구 시루봉로 173,127.0292294,37.6659578,도봉구
