시설명,자치구,연령구분,Longitude,Latitude
발음지역아동센터,강서구,초등학생,126.83419,37.55092
마을속작은학교,강북구,초등학생,127.01805,37.64425
금나래지역아동센터,금천구,초등학생,126.89402,37.46756
독산1동지역아동센터,금천구,초등학생,126.88962,37.46264
주원지역아동센터,서대문구,초등학생,126.94752,37.58661
참사랑지역아동센터,중랑구,초등학생,127.09059702864094,37.58195729680787
참이랑지역아동센터,중랑구,초등학생,127.08785,37.59981
행복한지역아동센터,은평구,초등학생,126.9155,37.60274
꿈이있는푸른학교지역아동센터,은평구,초등학생,126.91971,37.58729
공립벧엘지역아동센터,은평구,초등학생,126.91664,37.60438
이레지역아동센터,은평구,초등학생,126.91558,37.60227
동방지역아동센터,은평구,초등학생,126.90999,37.6006
은광지역아동센터,은평구,초등학생,126.93064,37.60631
생명나무 지역아동센터,용산구,초등학생,126.95806,37.54105
신일지역아동센터,서대문구,초등학생,126.9591,37.56564
쪼물왕국지역아동센터,영등포구,초등학생,126.89561,37.53888
성산교회부설 한우리 지역아동센터,관악구,초등학생,126.96435,37.4733
행복한지역아동센터,광진구,초등학생,127.08881,37.54665
은천 지역아동센터,관악구,초등학생,126.92102,37.48838
밝은미래지역아동센터,강동구,초등학생,127.12963,37.55103
구립노원청소년지역아동센터,노원구,초등학생,127.0759,37.66017
광동 지역아동센터,관악구,초등학생,126.96081,37.47926
보라매 지역아동센터,관악구,초등학생,126.92893,37.49091
꿈둥지지역아동센터,관악구,초등학생,126.94439,37.47963
비전교실 지역아동센터,관악구,초등학생,126.9607,37.48459
꿈마을 지역아동센터,관악구,초등학생,126.94709,37.48579
삼정학교지역아동센터,노원구,초등학생,127.05874,37.65165
해피아트지역아동센터,동대문구,초등학생,127.05956,37.58793
해성지역아동센터,관악구,초등학생,126.95698,37.4894
그루터기배움터지역아동센터,구로구,초등학생,126.84477,37.5027
사랑지역아동센터,성북구,초등학생,127.00484,37.60983
동소문행복한 홈스쿨 지역아동센터,성북구,초등학생,127.01407,37.59723
시습지역아동센터,성북구,초등학생,127.01106,37.61229
그린리버지역아동센터,송파구,초등학생,127.14933,37.50146
아름다운꿈지역아동센터,송파구,초등학생,127.15,37.49581
꿈꾸는지역아동센터,송파구,초등학생,127.13702,37.50043
솔바람지역아동센터,송파구,초등학생,127.15448,37.49632
겨레얼학교지역아동센터,양천구,초등학생,126.82525,37.53395
다니엘청소년지역아동센터,양천구,초등학생,126.83215,37.53311
사무엘지역아동센터,양천구,초등학생,126.82887,37.5332
꿈나무들의둥지지역아동센터,양천구,초등학생,126.86637,37.54423
선유지역아동센터,영등포구,초등학생,126.89071,37.52309
디모데지역아동센터,영등포구,초등학생,126.92313,37.51132
민들레학교지역아동센터,영등포구,초등학생,126.90969,37.52654
비젼학교지역아동센터,강남구,초등학생,127.08342,37.49211
선한지역아동센터,동작구,초등학생,126.96001,37.50945
솔나무지역아동센터,동작구,초등학생,126.9319,37.50946
아름다운안암지역아동센터,동대문구,초등학생,127.03114,37.58257
우리지역아동센터,강북구,초등학생,127.03877,37.62961
우신지역아동센터,구로구,초등학생,126.82835,37.49528
점프지역아동센터,서초구,초등학생,127.04449,37.47394
젬마지역아동센터,동작구,초등학생,126.95103,37.50528
송파희망세상지역아동센터,송파구,초등학생,127.14733,37.49256
드림홈스쿨,금천구,초등학생,126.8937,37.47545
무지개지역아동센터,도봉구,초등학생,127.0384,37.65821
밝은지역아동센터,강서구,초등학생,126.81309,37.57459
동작지역아동센터,동작구,초등학생,126.92897,37.4984
동화나라지역아동센터,동작구,초등학생,126.96725,37.48673
멘토지역아동센터,금천구,초등학생,126.90611,37.46029
렘넌트지역아동센터,금천구,초등학생,126.9016,37.46615
하늘품의집지역아동센터,노원구,초등학생,127.06818373409187,37.66024071017459
베다니지역아동센터,도봉구,초등학생,127.01606,37.65576
쌍문지역아동센터,도봉구,초등학생,127.02485,37.65015
성복행복한홈스쿨,동대문구,초등학생,127.07638,37.57229
이문꿈지역아동센터,동대문구,초등학생,127.06147,37.59812
아이들의울타리 지역아동센터,동작구,초등학생,126.94065,37.5085
나눔지역아동센터,동작구,초등학생,126.91292,37.48955
흑석지역아동센터,동작구,초등학생,126.96606,37.50763
대방지역아동센터,동작구,초등학생,126.9301,37.51016
신대방동구립지역아동센터,동작구,초등학생,126.90937,37.48651
엘림지역아동센터,마포구,초등학생,126.90156,37.55956
망원무지개지역아동센터,마포구,초등학생,126.90436,37.55793
라온지역아동센터,성동구,초등학생,127.0702,37.55363
꿈터지역아동센터,성동구,초등학생,127.01848,37.55389
응봉지역아동센터,성동구,초등학생,127.0319,37.54895
정릉 중앙,성북구,초등학생,126.99745,37.60715
장위희망지역아동센터,성북구,초등학생,127.04292,37.61599
비전트리지역아동센터,성북구,초등학생,127.04761,37.60873
아름다운지역아동센터,강동구,초등학생,127.17652,37.56305
강일지역아동센터,강동구,초등학생,127.17025,37.56157
배움터지역아동센터,강동구,초등학생,127.13667,37.53973
돋움지역아동센터,강동구,초등학생,127.15255,37.55906
송중동지역아동센터,강북구,초등학생,127.03324,37.61382
울림사회적협동조합하늘씨앗지역아동센터,강북구,초등학생,127.01868,37.62543
울림사회적협동조합 독립문지역아동센터,강북구,초등학생,127.03027,37.63449
강북지역아동센터,강북구,초등학생,127.01759,37.64426
함께꿈꾸는지역아동센터,강서구,초등학생,126.84405,37.55894
경희지역아동센터,광진구,초등학생,127.08045,37.5657
누리지역아동센터,구로구,초등학생,126.88642,37.48724
꿈나래지역아동센터,구로구,초등학생,126.84066,37.49696
해피지역아동센터,구로구,초등학생,126.83972,37.49644
메이지역아동센터,구로구,초등학생,126.89365,37.49527
은혜지역아동센터,구로구,초등학생,126.85656,37.505
하늘지역아동센터,금천구,초등학생,126.90495,37.47616
안수인지역아동센터,금천구,초등학생,126.90429,37.44186
금천행복한지역아동센터,금천구,초등학생,126.90513,37.45797
사랑의지역아동센터,금천구,초등학생,126.8997,37.46454
아이들세상지역아동센터,금천구,초등학생,126.90336,37.46409
세림지역아동센터,금천구,초등학생,126.90363,37.45354
푸르미지역아동센터,구로구,초등학생,126.85854,37.50151
푸른샘지역아동센터,금천구,초등학생,126.90565,37.44946
푸른솔지역아동센터,송파구,초등학생,127.11342,37.53525
한사랑지역아동센터,광진구,초등학생,127.07271,37.55513
흑석희망지역아동센터,동작구,초등학생,126.96606,37.50763
성광지역아동센터,성북구,초등학생,127.0103,37.61382
한마음지역아동센터,동대문구,초등학생,127.04831,37.58472
구로파랑새나눔터공부방지역아동센터,구로구,초등학생,126.88463,37.49483
생각의숲지역아동센터,동작구,초등학생,126.93782,37.50089
삼성지역아동센터,성북구,초등학생,127.0243,37.60097
울림사회적협동조합 꾸러기지역아동센터,강북구,초등학생,127.03184,37.62064
울림사회적협동조합 산지역아동센터,강북구,초등학생,127.01926,37.64085
오예스지역아동센터,금천구,초등학생,126.90515,37.46603
마을학교지역아동센터,강동구,초등학생,127.1336,37.52827
누리미지역아동센터,송파구,초등학생,127.14893,37.50109
산돌예빛지역아동센터,송파구,초등학생,127.11596,37.53154
강동꿈나무지역아동센터,강동구,초등학생,127.12385,37.5468
중화지역아동센터,중랑구,초등학생,127.08532,37.60223
한길지역아동센터,중랑구,초등학생,127.08242,37.5922
신당꿈 구립 지역아동센터,중구,초등학생,127.01094,37.55821
구립 오금동 지역아동센터,송파구,초중생,127.13985,37.49819
새날지역아동센터,광진구,초등학생,127.06557,37.54048
구립 문정1동 지역아동센터,송파구,중학생,127.12732048262808,37.48816348038599
구립성내지역아동센터,강동구,초등학생,127.12936,37.53221
푸른나무지역아동센터,동작구,초등학생,126.96661,37.50564
마리스타 지역아동센터,마포구,초등학생,126.91413,37.54453
지역아동센터 열린공부방,마포구,초중생,126.8944,37.57656
서진 지역아동센터,마포구,초중생,126.90781,37.56781
우리모여지역아동센터,동작구,초등학생,126.97335,37.48056
작은사랑서울지역아동센터,동작구,초중생,126.92887,37.50279
샘지역아동센터,동작구,초등학생,126.92324,37.49513
노량진행복한홈스쿨,동작구,초등학생,126.95394309862728,37.511834653909865
동작이수지역아동센터,동작구,초등학생,126.9769,37.49311
신상도지역아동센터,동작구,초등학생,126.94522,37.49702
드림지역아동센터,동대문구,초등학생,127.06354,37.59389
구립 동대문 지역아동센터,동대문구,초등학생,127.0574,37.57505
행복한지역아동센터,동대문구,초중생,127.06463,37.59512
(사)나누리 나누리지역아동센터,동대문구,초중생,127.05658,37.57849
꿈사랑방지역아동센터,동대문구,초등학생,127.05827102504712,37.57475377273405
장안지역아동센터,동대문구,초등학생,127.06371,37.56925
원광지역아동센터,동대문구,초등학생,127.05879,37.57929
염광지역아동센터 빛나는집,동대문구,초등학생,127.06194,37.57857
해맑음한일지역아동센터,도봉구,초등학생,127.04531,37.66256
한길지역아동센터,동대문구,초등학생,127.06462,37.59666
영광지역아동센터,도봉구,초등학생,127.02689,37.6503
희망드림지역아동센터,도봉구,초등학생,127.03745,37.64567
창동드림지역아동센터,도봉구,초등학생,127.0406,37.63532
에듀존도봉지역아동센터,도봉구,초등학생,127.04052,37.65325
아름다운 지역아동센터,도봉구,초등학생,127.03558,37.64346
도서관 속 별난학교 지역아동센터,도봉구,초등학생,127.02887,37.66262
참솔지역아동센터,도봉구,초등학생,127.03219,37.66667
나눔플러스지역아동센터,도봉구,초등학생,127.03114,37.64712
씨앗지역아동센터,도봉구,초등학생,127.04571,37.68493
늘사랑 지역아동센터,도봉구,초등학생,127.05183,37.65391
도봉지역아동센터,도봉구,초등학생,127.03972,37.67004
방학동 지역아동센터,도봉구,초등학생,127.02806,37.65878
샘터지역아동센터(공부방),도봉구,초등학생,127.03915,37.64668
구립월계문화지역아동센터,노원구,초등학생,127.05079,37.62426
지구촌지역아동센터,구로구,초등학생,126.89437,37.47905
영문지역아동센터,구로구,초등학생,126.85421,37.48754
씨앗지역아동센터,중랑구,초등학생,127.08908,37.58894
놀이터지역아동센터,중랑구,초등학생,127.07832,37.60906
파랑새지역아동센터,중랑구,초등학생,127.09647,37.60845
녹색지역아동센터,중랑구,초등학생,127.07671,37.58574
파란나라지역아동센터,중랑구,초등학생,127.08688,37.59221
동원지역아동센터,중랑구,초등학생,127.09047,37.58388
열린지역아동센터,중랑구,초등학생,127.10205,37.60267
생명강지역아동센터,중랑구,초등학생,127.07893,37.59752
동그라미지역아동센터,중랑구,초등학생,127.07822,37.58709
중랑재미지역아동센터,중랑구,초등학생,127.10093,37.59498
차오름지역아동센터,중랑구,초등학생,127.09339,37.59026
면목지역아동센터,중랑구,초등학생,127.08142,37.57635
마루아라지역아동센터,중랑구,초등학생,127.09477,37.60857
성심지역아동센터,중랑구,초등학생,127.10134,37.58766
참좋은지역아동센터,중랑구,초등학생,127.09783,37.59086
솔로몬지역아동센터,중랑구,초등학생,127.10335,37.60421
만나지역아동센터,중랑구,초등학생,127.08013,37.58578
즐거운지역아동센터,중랑구,초등학생,127.07878,37.58495
나비훨훨지역아동센터,중구,초등학생,127.00762,37.55129
등대지역아동센터,중구,초등학생,126.96458,37.55831
세종지역아동센터,종로구,초등학생,126.96047,37.57285
엘림지역아동센터,중구,초중생,127.02078,37.56257
한누리아동센터,종로구,초등학생,126.96053,37.57344
연동지역아동센터,종로구,초등학생,127.00132,37.57399
종로지역아동센터,종로구,초등학생,127.01219,37.5772
성터지역아동센터,종로구,초등학생,127.00923,37.57513
사단법인 공동육아와 공동체교육 해송지역아동센터,종로구,초등학생,127.00867,37.57785
중앙지역아동센터,종로구,초등학생,127.00825,37.574
마로니에지역아동센터,종로구,초등학생,127.00517,37.57953
청암지역아동센터,종로구,초등학생,127.01035,37.57734
참신나는학교 지역아동센터,종로구,초등학생,127.01335,37.57316
증산동성산 지역아동센터,은평구,초등학생,126.90732,37.58418
구립오병이어 지역아동센터,은평구,초등학생,126.92438,37.59947
광암 지역아동센터,은평구,초등학생,126.91706,37.58381
부림지역아동센터,은평구,초등학생,126.92783,37.62571
구로구공립지역아동센터,구로구,초등학생,126.83978,37.48058
섬기는지역아동센터,구로구,초등학생,126.85025,37.49393
구로행복한지역아동센터,구로구,초등학생,126.85365,37.48992
메리워드 지역아동센터,구로구,초등학생,126.84072,37.49969
구로푸른학교 지역아동센터,구로구,초등학생,126.88843,37.49664
한사랑지역아동센터,구로구,초등학생,126.88716,37.4881
지역아동센터평화만들기,구로구,초등학생,126.83128,37.49749
함사람지역아동센터,구로구,초등학생,126.86135,37.50353
새솜 지역아동센터,구로구,초등학생,126.89215,37.50235
구로지역아동센터,구로구,초등학생,126.88683,37.48514
꿈의학교지역아동센터,구로구,초등학생,126.85704,37.48955
어린이나라지역아동센터,광진구,초중생,127.08653,37.53966
새빛지역아동센터,광진구,초중생,127.07944,37.53728
중곡지역아동센터,광진구,초등학생,127.09082,37.55579
희망샘지역아동센터,광진구,초중생,127.0903,37.55905
진성지역아동센터,광진구,초중생,127.08692,37.56722
해피엘지역아동센터,광진구,초중생,127.07526,37.53101
1318해피존새움터 지역아동센터,광진구,중학생,127.08392,37.53409
꿈나래지역아동센터,광진구,초중생,127.08876,37.5583
신양하늘꿈지역아동센터,광진구,초중생,127.06144,37.53647
새숲지역아동센터,관악구,초등학생,126.92862,37.46606
우리들의공부방,관악구,초등학생,126.92109,37.4833
행복한지역아동센터,관악구,초등학생,126.92078,37.475
청솔지역아동센터,관악구,초등학생,126.91486,37.48442
조원지역아동센터,관악구,초등학생,126.90874,37.48155
하늘지역아동센터,관악구,초등학생,126.93408,37.47441
드림한누리지역아동센터,관악구,초등학생,126.94715,37.49222
아담스지역아동센터,관악구,초등학생,126.92117,37.46865
민들레샘물 지역아동센터,관악구,초등학생,126.93716,37.4634
섬김의집,관악구,초등학생,126.93025,37.46638
열린지역아동센터,관악구,초등학생,126.94575,37.48516
희망신나는집문화학교,관악구,초등학생,126.95084,37.48521
난향지역아동센터,관악구,초등학생,126.9161,37.4624
강서누리지역아동센터,강서구,초등학생,126.81149,37.55785
소은지역아동센터,강서구,초등학생,126.81681,37.55578
방화지역아동센터,강서구,초등학생,126.80666,37.57103
한길지역아동센터,강서구,초등학생,126.86902,37.55059
좋은친구청소년지역아동센터,강서구,초등학생,126.84195,37.53867
새하늘지역아동센터,강서구,초등학생,126.83826,37.54021
좋은사람들지역아동센터,강서구,초등학생,126.84127,37.54444
주함지역아동센터,강서구,초등학생,126.84785,37.5344
솔로몬지역아동센터,강서구,초등학생,126.80952,37.57438
람원행복한홈스쿨 지역아동센터,강서구,초등학생,126.853,37.55157
열린지역아동센터,강서구,초등학생,126.85068,37.54016
성광행복한지역아동센터,강서구,초등학생,126.82205,37.57298
나욧지역아동센터,강북구,초등학생,127.02122,37.64192
아름다운 땅 지역아동센터,강북구,초등학생,127.03989,37.62884
희망의집 지역아동센터,강북구,초중생,127.01829,37.62851
강북구 공립지역아동센터,강북구,초등학생,127.0328407181199,37.63981509233783
사랑의지역아동센터,강북구,초등학생,127.02509,37.61515
동산비젼스쿨지역아동센터,강북구,초등학생,127.03119,37.61635
서라벌아카데미지역아동센터,강북구,초등학생,127.01351,37.65807
송천동지역아동센터,강북구,초등학생,127.02282,37.61914
삼동지역아동센터,강북구,초등학생,127.0451,37.6274
지역아동센터사랑의공부방,강북구,초등학생,127.04586,37.62553
구립함께하는지역아동센터,강동구,초등학생,127.17232,37.55678
구립길리청소년지역아동센터,강동구,초중생,127.14206,37.53732
서울중심지역아동센터,강동구,초등학생,127.12795,37.53557
오륜레인보우지역아동센터,강동구,초등학생,127.1325,37.52608
길동지역아동센터,강동구,초등학생,127.14274,37.53563
제일강동지역아동센터,강동구,초등학생,127.14585,37.54465
암사꿈나무지역아동센터,강동구,초등학생,127.13298,37.54794
나래지역아동센터,강동구,초등학생,127.14535,37.54186
명성지역아동센터,강동구,초등학생,127.13799,37.5446
아름다운행복한홈스쿨지역아동센터,강동구,초등학생,127.14488,37.5504
들꽃청소년지역아동센터,강동구,초등학생,127.12642,37.54553
구립우등생지역아동센터,강동구,초등학생,127.13962,37.5359
소리마을지역아동센터,강동구,초등학생,127.13335,37.54576
풍성한지역아동센터,은평구,초등학생,126.90642,37.59247
샘지역아동센터,은평구,초등학생,126.91439,37.60803
맑은지역아동센터,은평구,초등학생,126.92168,37.60634
비전스쿨지역아동센터,은평구,초등학생,126.91904,37.58489
구립광현청소년 지역아동센터,은평구,초등학생,126.91611,37.61832
푸른꿈나무지역아동센터,은평구,초등학생,126.93291,37.61764
동그라미지역아동센터,은평구,초등학생,126.91627,37.62433
갈현지역아동센터,은평구,초등학생,126.91692,37.6219
소망의집지역아동센터,은평구,초등학생,126.92382,37.60922
진관지역아동센터,은평구,초등학생,126.92013,37.63573
비단산지역아동센터,은평구,초등학생,126.90808,37.59372
그루터기지역아동센터,은평구,초등학생,126.91557,37.61499
은평지역아동센터 열린학교,은평구,초등학생,126.93305,37.6013
조은아이들지역아동센터,은평구,초등학생,126.93021,37.61283
광현지역아동센터,은평구,초등학생,126.91611,37.61832
누리사랑지역아동센터,은평구,초등학생,126.91268,37.5921
풍성한 지역아동센터,용산구,초등학생,126.99877,37.52881
한살림서울생활협동조합 용산지역아동센터,용산구,초등학생,126.96481,37.5483
빛나라공부방(지역아동센터),용산구,초등학생,126.97521114165208,37.55098385780071
소망을찾는이,용산구,초등학생,126.97568,37.54701
돌봄누리 지역아동센터,영등포구,초등학생,126.90414,37.49418
대림2동지역아동센터,영등포구,초등학생,126.89808,37.49263
구립푸르름지역아동센터,영등포구,초등학생,126.91709,37.51345
조이드림지역아동센터,영등포구,초중생,126.89948,37.52923
다사랑영등포지역아동센터,영등포구,초등학생,126.915,37.50759
두날개지역아동센터,영등포구,초등학생,126.8963,37.49945
솔로몬지역아동센터,영등포구,초중생,126.89042,37.54248
한울지역아동센터,영등포구,초등학생,126.89963,37.50116
한믿음지역아동센터,영등포구,초등학생,126.90892,37.49862
사르넬리지역아동센터,영등포구,초등학생,126.90479,37.49567
푸른공부방지역아동센터,영등포구,초등학생,126.89828,37.52361
햇살가득지역아동센터,영등포구,초중생,126.89789,37.50703
영등포좋은나무지역아동센터,영등포구,초등학생,126.89309,37.52441
기린청소년지역아동센터,양천구,초등학생,126.87121,37.54117
예람지역아동센터,양천구,초등학생,126.82827,37.53699
섬나지역아동센터,양천구,초등학생,126.85972,37.52257
드림지역아동센터,양천구,초등학생,126.83318,37.53139
초록나무학교,양천구,초등학생,126.85666,37.52244
우리지역아동센터,양천구,초등학생,126.84657,37.52441
옹달샘지역아동센터,양천구,초등학생,126.83937,37.52155
비둘기지역아동센터,양천구,초등학생,126.83624,37.5185
밝은내지역아동센터,양천구,초등학생,126.84735,37.52005
암미신월지역아동센터,양천구,초등학생,126.82428,37.53594
강서성결행복한홈스쿨,양천구,초등학생,126.83767,37.52889
그리스도의교회지역아동센터,양천구,초등학생,126.86571,37.53872
선한지역아동센터,양천구,초등학생,126.86422,37.54369
푸른나래지역아동센터,양천구,초등학생,126.82752,37.53648
샘물지역아동센터,양천구,초등학생,126.87329,37.54638
한누리학교지역아동센터,양천구,초등학생,126.83676,37.51645
연세지역아동센터,양천구,초등학생,126.84596,37.52191
삼전지역아동센터,송파구,초등학생,127.09008,37.50604
도담지역아동센터,송파구,초등학생,127.12059,37.53716
해오름지역아동센터,송파구,초중생,127.10732,37.50267
새비전지역아동센터,송파구,초등학생,127.1415,37.49777
아름다운지역아동센터,송파구,초등학생,127.12593,37.49623
기쁨지역아동센터,송파구,초등학생,127.1276,37.48445
R&T지역아동센터,송파구,초등학생,127.13486,37.50623
솔빛지역아동센터,송파구,초중생,127.14303,37.49886
구립삼선동꿈나무키우미돌봄센터,성북구,초등학생,127.01336,37.58574
구립종암동꿈나무키우미돌봄센터,성북구,초등학생,127.03375,37.59875
구립 석관동 꿈나무키우미 돌봄센터,성북구,초등학생,127.06088,37.61144
구립 길음동 꿈나무키우미 돌봄센터,성북구,초등학생,127.01948,37.60666
푸른하늘 지역아동센터,성북구,초등학생,127.05977,37.61109
돈암동교회 모퉁이돌 지역아동센터,성북구,초등학생,127.01486,37.59817
꿈나래 지역아동센터,성북구,초등학생,127.01455,37.60314
마가렛 지역아동센터,성북구,초등학생,126.99446,37.5932
밤골아이네공부방,성북구,초등학생,127.03355,37.60443
꿈터 지역아동센터,성북구,초등학생,127.01175,37.58853
성심의집 지역아동센터,성북구,초등학생,127.04909,37.61209
목자 지역아동센터,성북구,초등학생,127.03446,37.60617
큰나무학교 지역아동센터,성북구,초등학생,127.02238,37.58939
월곡 지역아동센터,성북구,초등학생,127.02963,37.60513
아낌없이 주는 나무 지역아동센터,성북구,초등학생,127.03626,37.59651
성모의 집,성북구,초등학생,127.00263,37.61542
나무를심는학교,서대문구,초등학생,126.9548,37.56288
다솔 지역아동센터,성북구,초등학생,127.05411,37.61337
장위지역아동센터밀알학교,성북구,초등학생,127.05107,37.61546
무학지역아동센터,성동구,초등학생,127.02794,37.56282
달마학교 지역아동센터,성동구,초등학생,127.04985,37.53802
중동지역아동센터,성동구,초등학생,127.04321,37.54766
성동좋은이웃지역아동센터,성동구,초등학생,127.05509,37.56191
지역아동센터 도깨비방망이 공부방,성동구,초등학생,127.05124,37.53789
우리들공부방지역아동센터,성동구,초등학생,127.05463,37.54191
사과나무열림터 지역아동센터,성동구,초등학생,127.03217,37.55932
구립 방배동 지역아동센터,서초구,초등학생,126.98881,37.4865
구립 우면동 지역아동센터,서초구,초중생,127.02552,37.46942
우면지역아동센터,서초구,초중생,127.02534,37.46432
강남지역아동센터,서초구,초중생,127.02125,37.50436
여의칸지역아동센터,서초구,초중생,126.98823,37.48635
새로핌지역아동센터,서대문구,초등학생,126.9246,37.57723
큰사랑공부방,서초구,초중생,126.99501,37.48256
구립가재울지역아동센터,서대문구,초등학생,126.90905,37.57817
다락지역아동센터,서대문구,초등학생,126.95448,37.57296
청소년1318해피존나무를심는학교,서대문구,초등학생,126.95786,37.56389
행복무지개공부방지역아동센터,마포구,초등학생,126.91528,37.55785
옥토지역아동센터,마포구,초중생,126.9348833695768,37.54430978277881
시냇가에심은나무지역아동센터,마포구,초등학생,126.95136,37.54113
성산행복한홈스쿨지역아동센터,마포구,초등학생,126.9082,37.55062
지역아동센터 나눔공부방,마포구,초중생,126.94491,37.55012
옹달샘 지역아동센터,마포구,초등학생,126.9098,37.55282
구립한내지혜의숲지역아동센터,노원구,초등학생,127.06878,37.62359
구립하계지역아동센터,노원구,초등학생,127.07335,37.64345
구립수락지역아동센터,노원구,초등학생,127.05958,37.67464
구립꿈나무지역아동센터,노원구,초등학생,127.06123,37.6327
구립공릉행복지역아동센터,노원구,초등학생,127.07281,37.62206
구립노원1지역아동센터,노원구,초등학생,127.06123,37.6327
공립불암골지역아동센터,노원구,초등학생,127.08272,37.65075
구립초안산숲속지역아동센터,노원구,초등학생,127.04448,37.63203
구립공릉지역아동센터,노원구,초등학생,127.07037,37.63026
구립상계숲속지역아동센터,노원구,초등학생,127.05044,37.66944
구립월계지역아동센터,노원구,초등학생,127.05287,37.62725
신나는지역아동센터,노원구,초등학생,127.08242,37.64811
구립상계3.4동지역아동센터,노원구,영유아,127.08323,37.67293
구립상계1동지역아동센터,노원구,초등학생,127.05495,37.67991
열림지역아동센터,노원구,초등학생,127.0513,37.67192
금빛지역아동센터,노원구,초등학생,127.07141,37.65792
샛별지역아동센터,노원구,초등학생,127.05022,37.6736
마음터지역아동센터,노원구,초등학생,127.0826,37.67209
태릉지역아동센터,노원구,초등학생,127.07612,37.61907
함께하는사랑밭독산지역아동센터,금천구,초등학생,126.90854,37.47663
CLC희망학교,금천구,초등학생,126.89851,37.46099
신광지역아동센터,금천구,초등학생,126.88658,37.45738
살구지역아동센터,금천구,초등학생,126.90026,37.47514
금천영재지역아동센터,금천구,초등학생,126.90451,37.44022
비전지역아동센터,금천구,초등학생,126.90951,37.45301
전진상지역아동센터,금천구,초등학생,126.91074,37.45258
성원미디어스쿨지역아동센터,금천구,초등학생,126.90412,37.46864
한사랑지역아동센터,금천구,초등학생,126.90032,37.4499
금강지역아동센터,구로구,초등학생,126.85562,37.50078
하모니지역아동센터,구로구,초등학생,126.85432,37.48872
강남지역아동센터,강남구,초등학생,127.04975,37.4783
LH 행복꿈터 열린마음 지역아동센터,강남구,초등학생,127.09135875752855,37.470747073538384
