gu,count,rate,silhouette_coeff,score
강남구,100,0.06418485237483953,0.40188374231718504,-0.0052363542805127445
강동구,82,0.05263157894736842,0.452353881216648,-0.0048330440993147135
관악구,65,0.0417201540436457,0.4453881786249368,-0.003772077674554584
도봉구,64,0.0410783055198973,0.491793169965218,-0.004101012107951291
동대문구,62,0.03979460847240052,0.38667910990528853,-0.003123711987976869
서대문구,35,0.022464698331193838,0.4308391440263968,-0.001964770294164024
양천구,96,0.06161745827984596,0.5228841598192061,-0.006540414959279005
종로구,38,0.024390243902439025,0.36985687335384987,-0.0018312425680690615
