gu,count,rate,silhouette_coeff,score
강남구,1960,0.19566736547868624,0.5797648149500804,0.06500172390677211
강서구,485,0.04841768992712389,0.5622785441104324,0.015599482759409975
동작구,295,0.029449935110312467,0.4394587041191579,0.007415783373343501
서대문구,224,0.02236198462613557,0.397611410963134,0.005094760888483595
성북구,271,0.027054008186083656,0.44526651465179123,0.00690249777325288
송파구,646,0.06449036637715883,0.4744085811892863,0.017530810781258243
